,direction,age,sex,year,estimate
3602,Net,60-64 years,Female,2015,750
3603,Net,60-64 years,Female,2016,902
3604,Net,60-64 years,Female,2017,681
3605,Net,60-64 years,Female,2018,622
3606,Net,60-64 years,Female,2019,2005
3607,Net,60-64 years,Female,2020,734
3608,Net,60-64 years,Female,2021,-906
3609,Net,60-64 years,Female,2022,-160
3610,Net,60-64 years,Female,2023,647
3611,Net,60-64 years,Male,2001,257
3612,Net,60-64 years,Male,2002,404
3613,Net,60-64 years,Male,2003,222
3614,Net,60-64 years,Male,2004,173
3615,Net,60-64 years,Male,2005,220
3616,Net,60-64 years,Male,2006,284
3617,Net,60-64 years,Male,2007,216
3618,Net,60-64 years,Male,2008,106
3619,Net,60-64 years,Male,2009,408
3620,Net,60-64 years,Male,2010,207
3621,Net,60-64 years,Male,2011,250
3622,Net,60-64 years,Male,2012,317
3623,Net,60-64 years,Male,2013,573
3624,Net,60-64 years,Male,2014,853
3625,Net,60-64 years,Male,2015,882
3626,Net,60-64 years,Male,2016,894
3627,Net,60-64 years,Male,2017,776
3628,Net,60-64 years,Male,2018,627
3629,Net,60-64 years,Male,2019,1636
3630,Net,60-64 years,Male,2020,708
3631,Net,60-64 years,Male,2021,-449
3632,Net,60-64 years,Male,2022,-19
3633,Net,60-64 years,Male,2023,286
3634,Net,60-64 years,TOTAL,2001,581
3635,Net,60-64 years,TOTAL,2002,843
3636,Net,60-64 years,TOTAL,2003,451
3637,Net,60-64 years,TOTAL,2004,413
3638,Net,60-64 years,TOTAL,2005,485
3639,Net,60-64 years,TOTAL,2006,658
3640,Net,60-64 years,TOTAL,2007,591
3641,Net,60-64 years,TOTAL,2008,386
3642,Net,60-64 years,TOTAL,2009,762
3643,Net,60-64 years,TOTAL,2010,457
3644,Net,60-64 years,TOTAL,2011,524
3645,Net,60-64 years,TOTAL,2012,713
3646,Net,60-64 years,TOTAL,2013,1101
3647,Net,60-64 years,TOTAL,2014,1606
3648,Net,60-64 years,TOTAL,2015,1632
3649,Net,60-64 years,TOTAL,2016,1796
3650,Net,60-64 years,TOTAL,2017,1457
3651,Net,60-64 years,TOTAL,2018,1249
3652,Net,60-64 years,TOTAL,2019,3641
3653,Net,60-64 years,TOTAL,2020,1442
3654,Net,60-64 years,TOTAL,2021,-1355
3655,Net,60-64 years,TOTAL,2022,-178
3656,Net,60-64 years,TOTAL,2023,932
3657,Net,65-69 years,Female,2001,144
3658,Net,65-69 years,Female,2002,106
3659,Net,65-69 years,Female,2003,92
3660,Net,65-69 years,Female,2004,129
3661,Net,65-69 years,Female,2005,157
3662,Net,65-69 years,Female,2006,211
3663,Net,65-69 years,Female,2007,164
3664,Net,65-69 years,Female,2008,175
3665,Net,65-69 years,Female,2009,235
3666,Net,65-69 years,Female,2010,158
3667,Net,65-69 years,Female,2011,95
3668,Net,65-69 years,Female,2012,143
3669,Net,65-69 years,Female,2013,278
3670,Net,65-69 years,Female,2014,279
3671,Net,65-69 years,Female,2015,337
3672,Net,65-69 years,Female,2016,434
3673,Net,65-69 years,Female,2017,298
3674,Net,65-69 years,Female,2018,173
3675,Net,65-69 years,Female,2019,1292
3676,Net,65-69 years,Female,2020,443
3677,Net,65-69 years,Female,2021,-890
3678,Net,65-69 years,Female,2022,-358
3679,Net,65-69 years,Female,2023,156
3680,Net,65-69 years,Male,2001,115
3681,Net,65-69 years,Male,2002,241
3682,Net,65-69 years,Male,2003,147
3683,Net,65-69 years,Male,2004,106
3684,Net,65-69 years,Male,2005,138
3685,Net,65-69 years,Male,2006,262
3686,Net,65-69 years,Male,2007,198
3687,Net,65-69 years,Male,2008,172
3688,Net,65-69 years,Male,2009,226
3689,Net,65-69 years,Male,2010,178
3690,Net,65-69 years,Male,2011,272
3691,Net,65-69 years,Male,2012,284
3692,Net,65-69 years,Male,2013,300
3693,Net,65-69 years,Male,2014,362
3694,Net,65-69 years,Male,2015,499
3695,Net,65-69 years,Male,2016,498
3696,Net,65-69 years,Male,2017,426
3697,Net,65-69 years,Male,2018,298
3698,Net,65-69 years,Male,2019,1278
3699,Net,65-69 years,Male,2020,492
3700,Net,65-69 years,Male,2021,-613
3701,Net,65-69 years,Male,2022,-242
3702,Net,65-69 years,Male,2023,137
3703,Net,65-69 years,TOTAL,2001,259
3704,Net,65-69 years,TOTAL,2002,347
3705,Net,65-69 years,TOTAL,2003,239
3706,Net,65-69 years,TOTAL,2004,235
3707,Net,65-69 years,TOTAL,2005,295
3708,Net,65-69 years,TOTAL,2006,473
3709,Net,65-69 years,TOTAL,2007,362
3710,Net,65-69 years,TOTAL,2008,347
3711,Net,65-69 years,TOTAL,2009,461
3712,Net,65-69 years,TOTAL,2010,336
3713,Net,65-69 years,TOTAL,2011,367
3714,Net,65-69 years,TOTAL,2012,427
3715,Net,65-69 years,TOTAL,2013,578
3716,Net,65-69 years,TOTAL,2014,641
3717,Net,65-69 years,TOTAL,2015,836
3718,Net,65-69 years,TOTAL,2016,932
3719,Net,65-69 years,TOTAL,2017,724
3720,Net,65-69 years,TOTAL,2018,471
3721,Net,65-69 years,TOTAL,2019,2570
3722,Net,65-69 years,TOTAL,2020,935
3723,Net,65-69 years,TOTAL,2021,-1503
3724,Net,65-69 years,TOTAL,2022,-601
3725,Net,65-69 years,TOTAL,2023,293
3726,Net,70-74 years,Female,2001,82
3727,Net,70-74 years,Female,2002,142
3728,Net,70-74 years,Female,2003,71
3729,Net,70-74 years,Female,2004,2
3730,Net,70-74 years,Female,2005,19
3731,Net,70-74 years,Female,2006,151
3732,Net,70-74 years,Female,2007,113
3733,Net,70-74 years,Female,2008,58
3734,Net,70-74 years,Female,2009,82
3735,Net,70-74 years,Female,2010,19
3736,Net,70-74 years,Female,2011,58
3737,Net,70-74 years,Female,2012,32
3738,Net,70-74 years,Female,2013,112
3739,Net,70-74 years,Female,2014,171
3740,Net,70-74 years,Female,2015,134
3741,Net,70-74 years,Female,2016,72
3742,Net,70-74 years,Female,2017,42
3743,Net,70-74 years,Female,2018,60
3744,Net,70-74 years,Female,2019,549
3745,Net,70-74 years,Female,2020,255
3746,Net,70-74 years,Female,2021,-599
3747,Net,70-74 years,Female,2022,-306
3748,Net,70-74 years,Female,2023,-50
3749,Net,70-74 years,Male,2001,79
3750,Net,70-74 years,Male,2002,155
3751,Net,70-74 years,Male,2003,19
3752,Net,70-74 years,Male,2004,19
3753,Net,70-74 years,Male,2005,49
3754,Net,70-74 years,Male,2006,149
3755,Net,70-74 years,Male,2007,95
3756,Net,70-74 years,Male,2008,57
3757,Net,70-74 years,Male,2009,139
3758,Net,70-74 years,Male,2010,15
3759,Net,70-74 years,Male,2011,22
3760,Net,70-74 years,Male,2012,81
3761,Net,70-74 years,Male,2013,112
3762,Net,70-74 years,Male,2014,123
3763,Net,70-74 years,Male,2015,151
3764,Net,70-74 years,Male,2016,153
3765,Net,70-74 years,Male,2017,94
3766,Net,70-74 years,Male,2018,143
3767,Net,70-74 years,Male,2019,701
3768,Net,70-74 years,Male,2020,249
3769,Net,70-74 years,Male,2021,-477
3770,Net,70-74 years,Male,2022,-247
3771,Net,70-74 years,Male,2023,-151
3772,Net,70-74 years,TOTAL,2001,161
3773,Net,70-74 years,TOTAL,2002,297
3774,Net,70-74 years,TOTAL,2003,90
3775,Net,70-74 years,TOTAL,2004,21
3776,Net,70-74 years,TOTAL,2005,68
3777,Net,70-74 years,TOTAL,2006,300
3778,Net,70-74 years,TOTAL,2007,208
3779,Net,70-74 years,TOTAL,2008,115
3780,Net,70-74 years,TOTAL,2009,221
3781,Net,70-74 years,TOTAL,2010,34
3782,Net,70-74 years,TOTAL,2011,80
3783,Net,70-74 years,TOTAL,2012,113
3784,Net,70-74 years,TOTAL,2013,224
3785,Net,70-74 years,TOTAL,2014,294
3786,Net,70-74 years,TOTAL,2015,285
3787,Net,70-74 years,TOTAL,2016,225
3788,Net,70-74 years,TOTAL,2017,136
3789,Net,70-74 years,TOTAL,2018,203
3790,Net,70-74 years,TOTAL,2019,1250
3791,Net,70-74 years,TOTAL,2020,504
3792,Net,70-74 years,TOTAL,2021,-1076
3793,Net,70-74 years,TOTAL,2022,-552
3794,Net,70-74 years,TOTAL,2023,-202
3795,Net,75-79 years,Female,2001,86
3796,Net,75-79 years,Female,2002,91
3797,Net,75-79 years,Female,2003,16
3798,Net,75-79 years,Female,2004,29
3799,Net,75-79 years,Female,2005,51
3800,Net,75-79 years,Female,2006,50
3801,Net,75-79 years,Female,2007,37
3802,Net,75-79 years,Female,2008,57
3803,Net,75-79 years,Female,2009,45
3804,Net,75-79 years,Female,2010,-3
3805,Net,75-79 years,Female,2011,13
3806,Net,75-79 years,Female,2012,30
3807,Net,75-79 years,Female,2013,41
3808,Net,75-79 years,Female,2014,94
3809,Net,75-79 years,Female,2015,51
3810,Net,75-79 years,Female,2016,41
3811,Net,75-79 years,Female,2017,-10
3812,Net,75-79 years,Female,2018,-13
3813,Net,75-79 years,Female,2019,253
3814,Net,75-79 years,Female,2020,164
3815,Net,75-79 years,Female,2021,-269
3816,Net,75-79 years,Female,2022,-177
3817,Net,75-79 years,Female,2023,-70
3818,Net,75-79 years,Male,2001,53
3819,Net,75-79 years,Male,2002,47
3820,Net,75-79 years,Male,2003,52
3821,Net,75-79 years,Male,2004,36
3822,Net,75-79 years,Male,2005,-24
3823,Net,75-79 years,Male,2006,54
3824,Net,75-79 years,Male,2007,70
3825,Net,75-79 years,Male,2008,61
3826,Net,75-79 years,Male,2009,59
3827,Net,75-79 years,Male,2010,40
3828,Net,75-79 years,Male,2011,22
3829,Net,75-79 years,Male,2012,14
3830,Net,75-79 years,Male,2013,10
3831,Net,75-79 years,Male,2014,107
3832,Net,75-79 years,Male,2015,32
3833,Net,75-79 years,Male,2016,42
3834,Net,75-79 years,Male,2017,16
3835,Net,75-79 years,Male,2018,26
3836,Net,75-79 years,Male,2019,268
3837,Net,75-79 years,Male,2020,138
3838,Net,75-79 years,Male,2021,-223
3839,Net,75-79 years,Male,2022,-184
3840,Net,75-79 years,Male,2023,-162
3841,Net,75-79 years,TOTAL,2001,139
3842,Net,75-79 years,TOTAL,2002,138
3843,Net,75-79 years,TOTAL,2003,68
3844,Net,75-79 years,TOTAL,2004,65
3845,Net,75-79 years,TOTAL,2005,27
3846,Net,75-79 years,TOTAL,2006,104
3847,Net,75-79 years,TOTAL,2007,107
3848,Net,75-79 years,TOTAL,2008,118
3849,Net,75-79 years,TOTAL,2009,104
3850,Net,75-79 years,TOTAL,2010,37
3851,Net,75-79 years,TOTAL,2011,35
3852,Net,75-79 years,TOTAL,2012,44
3853,Net,75-79 years,TOTAL,2013,51
3854,Net,75-79 years,TOTAL,2014,201
3855,Net,75-79 years,TOTAL,2015,83
3856,Net,75-79 years,TOTAL,2016,83
3857,Net,75-79 years,TOTAL,2017,6
3858,Net,75-79 years,TOTAL,2018,13
3859,Net,75-79 years,TOTAL,2019,521
3860,Net,75-79 years,TOTAL,2020,302
3861,Net,75-79 years,TOTAL,2021,-492
3862,Net,75-79 years,TOTAL,2022,-362
3863,Net,75-79 years,TOTAL,2023,-231
3864,Net,80-84 years,Female,2001,54
3865,Net,80-84 years,Female,2002,73
3866,Net,80-84 years,Female,2003,50
3867,Net,80-84 years,Female,2004,43
3868,Net,80-84 years,Female,2005,1
3869,Net,80-84 years,Female,2006,33
3870,Net,80-84 years,Female,2007,40
3871,Net,80-84 years,Female,2008,39
3872,Net,80-84 years,Female,2009,-14
3873,Net,80-84 years,Female,2010,-7
3874,Net,80-84 years,Female,2011,-26
3875,Net,80-84 years,Female,2012,7
3876,Net,80-84 years,Female,2013,19
3877,Net,80-84 years,Female,2014,26
3878,Net,80-84 years,Female,2015,25
3879,Net,80-84 years,Female,2016,26
3880,Net,80-84 years,Female,2017,17
3881,Net,80-84 years,Female,2018,-9
3882,Net,80-84 years,Female,2019,88
3883,Net,80-84 years,Female,2020,61
3884,Net,80-84 years,Female,2021,-118
3885,Net,80-84 years,Female,2022,-98
3886,Net,80-84 years,Female,2023,-86
3887,Net,80-84 years,Male,2001,16
3888,Net,80-84 years,Male,2002,1
3889,Net,80-84 years,Male,2003,12
3890,Net,80-84 years,Male,2004,14
3891,Net,80-84 years,Male,2005,19
3892,Net,80-84 years,Male,2006,35
3893,Net,80-84 years,Male,2007,24
3894,Net,80-84 years,Male,2008,-20
3895,Net,80-84 years,Male,2009,11
3896,Net,80-84 years,Male,2010,-10
3897,Net,80-84 years,Male,2011,-1
3898,Net,80-84 years,Male,2012,11
3899,Net,80-84 years,Male,2013,18
3900,Net,80-84 years,Male,2014,26
3901,Net,80-84 years,Male,2015,20
3902,Net,80-84 years,Male,2016,5
3903,Net,80-84 years,Male,2017,0
3904,Net,80-84 years,Male,2018,-11
3905,Net,80-84 years,Male,2019,105
3906,Net,80-84 years,Male,2020,43
3907,Net,80-84 years,Male,2021,-112
3908,Net,80-84 years,Male,2022,-66
3909,Net,80-84 years,Male,2023,-116
3910,Net,80-84 years,TOTAL,2001,70
3911,Net,80-84 years,TOTAL,2002,74
3912,Net,80-84 years,TOTAL,2003,62
3913,Net,80-84 years,TOTAL,2004,57
3914,Net,80-84 years,TOTAL,2005,20
3915,Net,80-84 years,TOTAL,2006,68
3916,Net,80-84 years,TOTAL,2007,64
3917,Net,80-84 years,TOTAL,2008,19
3918,Net,80-84 years,TOTAL,2009,-3
3919,Net,80-84 years,TOTAL,2010,-17
3920,Net,80-84 years,TOTAL,2011,-27
3921,Net,80-84 years,TOTAL,2012,18
3922,Net,80-84 years,TOTAL,2013,37
3923,Net,80-84 years,TOTAL,2014,52
3924,Net,80-84 years,TOTAL,2015,45
3925,Net,80-84 years,TOTAL,2016,31
3926,Net,80-84 years,TOTAL,2017,17
3927,Net,80-84 years,TOTAL,2018,-20
3928,Net,80-84 years,TOTAL,2019,193
3929,Net,80-84 years,TOTAL,2020,104
3930,Net,80-84 years,TOTAL,2021,-230
3931,Net,80-84 years,TOTAL,2022,-163
3932,Net,80-84 years,TOTAL,2023,-201
3933,Net,85-89 years,Female,2001,10
3934,Net,85-89 years,Female,2002,10
3935,Net,85-89 years,Female,2003,4
3936,Net,85-89 years,Female,2004,-6
3937,Net,85-89 years,Female,2005,5
3938,Net,85-89 years,Female,2006,0
3939,Net,85-89 years,Female,2007,21
3940,Net,85-89 years,Female,2008,25
3941,Net,85-89 years,Female,2009,8
3942,Net,85-89 years,Female,2010,-1
3943,Net,85-89 years,Female,2011,-37
3944,Net,85-89 years,Female,2012,-5
3945,Net,85-89 years,Female,2013,1
3946,Net,85-89 years,Female,2014,15
3947,Net,85-89 years,Female,2015,22
3948,Net,85-89 years,Female,2016,11
3949,Net,85-89 years,Female,2017,15
3950,Net,85-89 years,Female,2018,-3
3951,Net,85-89 years,Female,2019,43
3952,Net,85-89 years,Female,2020,9
3953,Net,85-89 years,Female,2021,-30
3954,Net,85-89 years,Female,2022,-35
3955,Net,85-89 years,Female,2023,-50
3956,Net,85-89 years,Male,2001,0
3957,Net,85-89 years,Male,2002,21
3958,Net,85-89 years,Male,2003,20
3959,Net,85-89 years,Male,2004,19
3960,Net,85-89 years,Male,2005,1
3961,Net,85-89 years,Male,2006,14
3962,Net,85-89 years,Male,2007,22
3963,Net,85-89 years,Male,2008,12
3964,Net,85-89 years,Male,2009,13
3965,Net,85-89 years,Male,2010,-2
3966,Net,85-89 years,Male,2011,5
3967,Net,85-89 years,Male,2012,6
3968,Net,85-89 years,Male,2013,8
3969,Net,85-89 years,Male,2014,-11
3970,Net,85-89 years,Male,2015,8
3971,Net,85-89 years,Male,2016,23
3972,Net,85-89 years,Male,2017,25
3973,Net,85-89 years,Male,2018,-17
3974,Net,85-89 years,Male,2019,23
3975,Net,85-89 years,Male,2020,4
3976,Net,85-89 years,Male,2021,-30
3977,Net,85-89 years,Male,2022,-39
3978,Net,85-89 years,Male,2023,-64
3979,Net,85-89 years,TOTAL,2001,10
3980,Net,85-89 years,TOTAL,2002,31
3981,Net,85-89 years,TOTAL,2003,24
3982,Net,85-89 years,TOTAL,2004,13
3983,Net,85-89 years,TOTAL,2005,6
3984,Net,85-89 years,TOTAL,2006,14
3985,Net,85-89 years,TOTAL,2007,43
3986,Net,85-89 years,TOTAL,2008,37
3987,Net,85-89 years,TOTAL,2009,21
3988,Net,85-89 years,TOTAL,2010,-3
3989,Net,85-89 years,TOTAL,2011,-32
3990,Net,85-89 years,TOTAL,2012,1
3991,Net,85-89 years,TOTAL,2013,9
3992,Net,85-89 years,TOTAL,2014,4
3993,Net,85-89 years,TOTAL,2015,30
3994,Net,85-89 years,TOTAL,2016,34
3995,Net,85-89 years,TOTAL,2017,40
3996,Net,85-89 years,TOTAL,2018,-20
3997,Net,85-89 years,TOTAL,2019,66
3998,Net,85-89 years,TOTAL,2020,13
3999,Net,85-89 years,TOTAL,2021,-60
4000,Net,85-89 years,TOTAL,2022,-75
4001,Net,85-89 years,TOTAL,2023,-113
4002,Net,90+ years,Female,2001,3
4003,Net,90+ years,Female,2002,33
4004,Net,90+ years,Female,2003,25
4005,Net,90+ years,Female,2004,8
4006,Net,90+ years,Female,2005,26
4007,Net,90+ years,Female,2006,4
4008,Net,90+ years,Female,2007,2
4009,Net,90+ years,Female,2008,4
4010,Net,90+ years,Female,2009,12
4011,Net,90+ years,Female,2010,8
4012,Net,90+ years,Female,2011,11
4013,Net,90+ years,Female,2012,-3
4014,Net,90+ years,Female,2013,1
4015,Net,90+ years,Female,2014,13
4016,Net,90+ years,Female,2015,0
4017,Net,90+ years,Female,2016,0
4018,Net,90+ years,Female,2017,3
4019,Net,90+ years,Female,2018,-1
4020,Net,90+ years,Female,2019,8
4021,Net,90+ years,Female,2020,7
4022,Net,90+ years,Female,2021,-14
4023,Net,90+ years,Female,2022,-27
4024,Net,90+ years,Female,2023,-8
4025,Net,90+ years,Male,2001,10
4026,Net,90+ years,Male,2002,22
4027,Net,90+ years,Male,2003,26
4028,Net,90+ years,Male,2004,14
4029,Net,90+ years,Male,2005,10
4030,Net,90+ years,Male,2006,13
4031,Net,90+ years,Male,2007,8
4032,Net,90+ years,Male,2008,-1
4033,Net,90+ years,Male,2009,9
4034,Net,90+ years,Male,2010,3
4035,Net,90+ years,Male,2011,11
4036,Net,90+ years,Male,2012,13
4037,Net,90+ years,Male,2013,1
4038,Net,90+ years,Male,2014,10
4039,Net,90+ years,Male,2015,-3
4040,Net,90+ years,Male,2016,6
4041,Net,90+ years,Male,2017,5
4042,Net,90+ years,Male,2018,2
4043,Net,90+ years,Male,2019,-12
4044,Net,90+ years,Male,2020,3
4045,Net,90+ years,Male,2021,-7
4046,Net,90+ years,Male,2022,2
4047,Net,90+ years,Male,2023,-17
4048,Net,90+ years,TOTAL,2001,13
4049,Net,90+ years,TOTAL,2002,55
4050,Net,90+ years,TOTAL,2003,51
4051,Net,90+ years,TOTAL,2004,22
4052,Net,90+ years,TOTAL,2005,36
4053,Net,90+ years,TOTAL,2006,17
4054,Net,90+ years,TOTAL,2007,10
4055,Net,90+ years,TOTAL,2008,3
4056,Net,90+ years,TOTAL,2009,21
4057,Net,90+ years,TOTAL,2010,11
4058,Net,90+ years,TOTAL,2011,22
4059,Net,90+ years,TOTAL,2012,10
4060,Net,90+ years,TOTAL,2013,2
4061,Net,90+ years,TOTAL,2014,23
4062,Net,90+ years,TOTAL,2015,-3
4063,Net,90+ years,TOTAL,2016,6
4064,Net,90+ years,TOTAL,2017,8
4065,Net,90+ years,TOTAL,2018,1
4066,Net,90+ years,TOTAL,2019,-4
4067,Net,90+ years,TOTAL,2020,10
4068,Net,90+ years,TOTAL,2021,-21
4069,Net,90+ years,TOTAL,2022,-24
4070,Net,90+ years,TOTAL,2023,-25
4071,Net,TOTAL,Female,2001,15064
4072,Net,TOTAL,Female,2002,29393
4073,Net,TOTAL,Female,2003,21217
4074,Net,TOTAL,Female,2004,8499
4075,Net,TOTAL,Female,2005,6970
4076,Net,TOTAL,Female,2006,9674
4077,Net,TOTAL,Female,2007,6538
4078,Net,TOTAL,Female,2008,6604
4079,Net,TOTAL,Female,2009,9901
4080,Net,TOTAL,Female,2010,1304
4081,Net,TOTAL,Female,2011,-6346
4082,Net,TOTAL,Female,2012,-4477
4083,Net,TOTAL,Female,2013,7782
4084,Net,TOTAL,Female,2014,20838
4085,Net,TOTAL,Female,2015,27588
4086,Net,TOTAL,Female,2016,31194
4087,Net,TOTAL,Female,2017,26941
4088,Net,TOTAL,Female,2018,24526
4089,Net,TOTAL,Female,2019,34622
4090,Net,TOTAL,Female,2020,19397
4091,Net,TOTAL,Female,2021,-6945
4092,Net,TOTAL,Female,2022,11526
4093,Net,TOTAL,Female,2023,42449
4094,Net,TOTAL,Male,2001,15201
4095,Net,TOTAL,Male,2002,31398
4096,Net,TOTAL,Male,2003,20199
4097,Net,TOTAL,Male,2004,5641
4098,Net,TOTAL,Male,2005,4296
4099,Net,TOTAL,Male,2006,7039
4100,Net,TOTAL,Male,2007,4499
4101,Net,TOTAL,Male,2008,5667
4102,Net,TOTAL,Male,2009,8368
4103,Net,TOTAL,Male,2010,-1581
4104,Net,TOTAL,Male,2011,-9798
4105,Net,TOTAL,Male,2012,-5931
4106,Net,TOTAL,Male,2013,9509
4107,Net,TOTAL,Male,2014,26575
4108,Net,TOTAL,Male,2015,32221
4109,Net,TOTAL,Male,2016,31695
4110,Net,TOTAL,Male,2017,26339
4111,Net,TOTAL,Male,2018,25041
4112,Net,TOTAL,Male,2019,37966
4113,Net,TOTAL,Male,2020,17447
4114,Net,TOTAL,Male,2021,-8005
4115,Net,TOTAL,Male,2022,11884
4116,Net,TOTAL,Male,2023,53528
4117,Net,TOTAL,TOTAL,2001,30265
4118,Net,TOTAL,TOTAL,2002,60791
4119,Net,TOTAL,TOTAL,2003,41416
4120,Net,TOTAL,TOTAL,2004,14140
4121,Net,TOTAL,TOTAL,2005,11266
4122,Net,TOTAL,TOTAL,2006,16713
4123,Net,TOTAL,TOTAL,2007,11037
4124,Net,TOTAL,TOTAL,2008,12271
4125,Net,TOTAL,TOTAL,2009,18269
4126,Net,TOTAL,TOTAL,2010,-277
4127,Net,TOTAL,TOTAL,2011,-16144
4128,Net,TOTAL,TOTAL,2012,-10408
4129,Net,TOTAL,TOTAL,2013,17291
4130,Net,TOTAL,TOTAL,2014,47413
4131,Net,TOTAL,TOTAL,2015,59809
4132,Net,TOTAL,TOTAL,2016,62889
4133,Net,TOTAL,TOTAL,2017,53280
4134,Net,TOTAL,TOTAL,2018,49567
4135,Net,TOTAL,TOTAL,2019,72588
4136,Net,TOTAL,TOTAL,2020,36844
4137,Net,TOTAL,TOTAL,2021,-14950
4138,Net,TOTAL,TOTAL,2022,23410
4139,Net,TOTAL,TOTAL,2023,95976
